id,codigo,nomoficial,alt_izqini,alt_izqfin,alt_derini,alt_derfin,nomanter,nom_mapa,tipo_c,long,sentido,observa,bicisenda,red_jerarq,tipo_ffcc,comuna,com_par,com_impar,barrio,barrio_par,barrio_imp,geometry
11,12003,LA CACHILA,8502,8600,8501,8599,,LA CACHILA,CALLE,76.07420716909479,PJE. PRIVADO,Pasaje de Circulación Privada,,VÍA LOCAL,Sin Iteracción,13.0,13.0,13.0,Nuñez,Nuñez,Nuñez,"LINESTRING (-58.464590002143815 -34.536597290170874, -58.46467822537144 -34.53656733666139, -58.464791289851874 -34.536429714367245, -58.46502726359528 -34.536034948083625)"
12,3029,"CALZADILLA, SANTIAGO",1302,1500,1301,1499,,SANTIAGO CALZADILLA,CALLE,214.48928311456913,PJE. PRIVADO,Pasaje de Circulación Privada,,VÍA LOCAL,Sin Iteracción,13.0,13.0,13.0,Nuñez,Nuñez,Nuñez,"LINESTRING (-58.46252481792732 -34.53573319995575, -58.46439545735613 -34.5365841878322, -58.46449951649071 -34.53661226736594, -58.464590002143815 -34.536597290170874)"
13,17041,"PAZ, GRAL. AV.",402,500,0,0,ZUFRIATEGUI(PARCIAL),AV.GRAL PAZ,AVENIDA,99.93614453869867,DECRECIENTE,,,VÍA TRONCAL,Sin Iteracción,13.0,13.0,13.0,Nuñez,Nuñez,Nuñez,"LINESTRING (-58.468344113648705 -34.536229297819794, -58.46901735789398 -34.53652906469473, -58.4692123270257 -34.536599972748526, -58.46931079088061 -34.536642574683334)"
14,17074,PICO,1502,1600,1501,1599,,PICO,CALLE,137.75222085714023,PJE. PRIVADO,Pasaje de Circulación Privada,,VÍA LOCAL,Sin Iteracción,13.0,13.0,13.0,Nuñez,Nuñez,Nuñez,"LINESTRING (-58.46502726359528 -34.536034948083625, -58.465485615777105 -34.53627389063322, -58.46630369452358 -34.536687686836736)"
15,12107,DEL LIBERTADOR AV.,8602,8700,8601,8699,"DEL LIBERTADOR GENERAL SAN MARTIN, Av.(parciales :",AV.DEL LIBERTADOR,AVENIDA,94.39198797752489,DOBLE,,,VÍA DISTRIBUIDORA PRINCIPAL,Sin Iteracción,13.0,13.0,13.0,Nuñez,Nuñez,Nuñez,"LINESTRING (-58.46630369452358 -34.536687686836736, -58.466598632888 -34.53621041328422, -58.466760565799966 -34.535925542216425)"
16,3054,"COLECTORA CANTILO, INT.",0,0,0,0,"CANTILO, Int.",Colectora INT. CANTILO,CALLE,146.5342179162822,CRECIENTE,Agregado en el nombre de Colectora por ser parte de un sector diferenciado del de la Autopista (Mayo 2014),,VÍA LOCAL,Sin Iteracción,13.0,13.0,13.0,Nuñez,Nuñez,Nuñez,"LINESTRING (-58.45985170016304 -34.53644302947096, -58.460177594541875 -34.535937162722945, -58.46042641968593 -34.53556047331913, -58.46049393069187 -34.53543756999223, -58.46045067707368 -34.535352881596424, -58.46037287474566 -34.53528802064394)"
17,3054,"CANTILO, INT.",0,0,0,0,,INT. CANTILO,CALLE,305.93847609830596,CRECIENTE,corrección nombre 9-1-03,,VÍA TRONCAL,Sin Iteracción,13.0,13.0,13.0,Nuñez,Nuñez,Nuñez,"LINESTRING (-58.45985170016304 -34.53644302947096, -58.460063437516986 -34.536253500733665, -58.4606193751576 -34.5357023869806, -58.46098531276214 -34.53529822895324, -58.4612373810192 -34.53506541046125, -58.46152238052803 -34.53485047971803, -58.46193000506031 -34.5346262537199, -58.462187566063186 -34.53451590464167)"
18,17041,"PAZ, GRAL. AV.",502,600,0,0,ZUFRIATEGUI(PARCIAL),AV.GRAL PAZ,AVENIDA,74.31409024865467,DECRECIENTE,,,VÍA TRONCAL,Sin Iteracción,13.0,13.0,13.0,Nuñez,Nuñez,Nuñez,"LINESTRING (-58.46931079088061 -34.536642574683334, -58.46938857484927 -34.536676304101185, -58.470025401925724 -34.536957263902)"
19,23016,VEDIA,1702,1800,1701,1799,,VEDIA,CALLE,94.72221777485359,DOBLE,,,VÍA LOCAL,Sin Iteracción,13.0,13.0,13.0,Nuñez,Nuñez,Nuñez,"LINESTRING (-58.46816811099651 -34.53655106125667, -58.46904845151857 -34.53699639931662)"
20,21050,3 DE FEBRERO,4802,4900,4801,4899,,3 DE FEBRERO,CALLE,46.051003079304884,DECRECIENTE,"Según Resolución Nº 690/SSTRANS/15 aparecida en el Boletín Oficial 4712 del 1/9/2015, 3 de Febrero asignación de sentido NO a SE entre Gral Paz y Arias - Confirmación sentido Exp-2025-25436368-GCBA-DG",,VÍA LOCAL,Sin Iteracción,13.0,13.0,13.0,Nuñez,Nuñez,Nuñez,"LINESTRING (-58.46904845151857 -34.53699639931662, -58.46931079088061 -34.536642574683334)"
21,17074,PICO,1602,1700,1601,1699,,PICO,CALLE,135.84365585889273,DECRECIENTE,Reasignación de Sentido de Circulación según Resolución 265/SECTOP/23 en BO 6617 del 09/05/2023 Sudoeste - Noreste (antes DOBLE),,VÍA LOCAL,Sin Iteracción,13.0,13.0,13.0,Nuñez,Nuñez,Nuñez,"LINESTRING (-58.46630369452358 -34.536687686836736, -58.46756618812389 -34.53732639821828)"
22,16025,11 DE SEPTIEMBRE DE 1888,4702,4800,4701,4799,11 DE SEPTIEMBRE,11 DE SEPTIEMBRE DE 1888,CALLE,104.82505536872743,DOBLE,,,VÍA LOCAL,Sin Iteracción,13.0,13.0,13.0,Nuñez,Nuñez,Nuñez,"LINESTRING (-58.46756618812389 -34.53732639821828, -58.46793054025062 -34.53643086874658)"
23,17074,PICO,1702,1800,1701,1799,,PICO,CALLE,68.33736154141829,DOBLE,corrección numeración 5-2,,VÍA LOCAL,Sin Iteracción,13.0,13.0,13.0,Nuñez,Nuñez,Nuñez,"LINESTRING (-58.46783804631094 -34.5374621173361, -58.468480198633515 -34.53777369837224)"
24,12107,DEL LIBERTADOR AV.,8502,8600,8501,8599,"DEL LIBERTADOR GENERAL SAN MARTIN, Av.(parciales :",AV.DEL LIBERTADOR,AVENIDA,99.85142892200899,DOBLE,,,VÍA DISTRIBUIDORA PRINCIPAL,Sin Iteracción,13.0,13.0,13.0,Nuñez,Nuñez,Nuñez,"LINESTRING (-58.465808605775 -34.537489127234146, -58.46630369452358 -34.536687686836736)"
25,7080,GRECIA,4802,4900,4801,4899,,GRECIA,CALLE,62.64139259586495,CRECIENTE,"Asign Sentido Único Sur a Norte a partir 21/11/2024 según R. 299/SECT/24 en BO 7003 del 21/11/2024). En la práctica era Doble. – Antes: Según Res. Nº 690/SSTRANS/15 en BO 4712 del 1/9/2015, Grecia asi",,VÍA LOCAL,Sin Iteracción,13.0,13.0,13.0,Nuñez,Nuñez,Nuñez,"LINESTRING (-58.46995370618401 -34.53750946522669, -58.47001309635787 -34.53738079667737, -58.47004976036951 -34.53720156466502, -58.47003400557058 -34.53706282954563, -58.470025401925724 -34.536957263902)"
27,21050,3 DE FEBRERO,4702,4800,4701,4799,,3 DE FEBRERO,CALLE,100.78156883824443,DECRECIENTE,"Según Resolución Nº 690/SSTRANS/15 aparecida en el Boletín Oficial 4712 del 1/9/2015, 3 de Febrero asignación de sentido NO a SE entre Gral Paz y Arias - Confirmación sentido Exp-2025-25436368-GCBA-DG",,VÍA LOCAL,Sin Iteracción,13.0,13.0,13.0,Nuñez,Nuñez,Nuñez,"LINESTRING (-58.468480198633515 -34.53777369837224, -58.46904845151857 -34.53699639931662)"
28,12152,"LUGONES, LEOPOLDO AV.",0,0,0,0,,AV. LEOPOLDO LUGONES,AVENIDA,356.1481879919334,CRECIENTE,corrección nombre 9-1-03,,VÍA TRONCAL,Sin Iteracción,13.0,13.0,13.0,Nuñez,Nuñez,Nuñez,"LINESTRING (-58.462307913640366 -34.535634523271256, -58.459443633450846 -34.53779980436172)"
29,17041,"PAZ, GRAL. AV.",602,700,0,0,ZUFRIATEGUI(PARCIAL),AV.GRAL PAZ,AVENIDA,125.45573194077204,DECRECIENTE,,,VÍA TRONCAL,Sin Iteracción,13.0,13.0,13.0,Nuñez,Nuñez,Nuñez,"LINESTRING (-58.470025401925724 -34.536957263902, -58.470208800066125 -34.537038171255794, -58.47113651921078 -34.537446999074724, -58.471230402129315 -34.53749064939773)"
30,23016,VEDIA,1902,2000,1901,1999,,VEDIA,CALLE,81.85188798034761,DOBLE,,,VÍA LOCAL,Sin Iteracción,13.0,13.0,13.0,Nuñez,Nuñez,Nuñez,"LINESTRING (-58.47016263347508 -34.53756213108251, -58.470922536012196 -34.537948081892644)"
31,4017,DEHEZA,1602,1700,1601,1699,,DEHEZA,CALLE,123.94736174720394,CRECIENTE,,,VÍA LOCAL,Sin Iteracción,13.0,13.0,13.0,Nuñez,Nuñez,Nuñez,"LINESTRING (-58.465808605775 -34.537489127234146, -58.4669602178343 -34.538072352636114)"
32,16025,11 DE SEPTIEMBRE DE 1888,4602,4700,4601,4699,11 DE SEPTIEMBRE,11 DE SEPTIEMBRE DE 1888,CALLE,99.71244818506884,DOBLE,,,VÍA LOCAL,Sin Iteracción,13.0,13.0,13.0,Nuñez,Nuñez,Nuñez,"LINESTRING (-58.4669602178343 -34.538072352636114, -58.46756618812389 -34.53732639821828)"
33,17074,PICO,1802,1900,1801,1899,,PICO,CALLE,99.97384819799011,CRECIENTE,,,VÍA LOCAL,Sin Iteracción,13.0,13.0,13.0,Nuñez,Nuñez,Nuñez,"LINESTRING (-58.468480198633515 -34.53777369837224, -58.46940094443272 -34.538254935850986)"
34,7080,GRECIA,4702,4800,4701,4799,,GRECIA,CALLE,97.0261676362525,CRECIENTE,"Asign Sentido Único Sur a Norte a partir 21/11/2024 según R. 299/SECT/24 en BO 7003 del 21/11/2024). En la práctica era Doble. – Antes: Según Res. Nº 690/SSTRANS/15 en BO 4712 del 1/9/2015, Grecia asi",,VÍA LOCAL,Sin Iteracción,13.0,13.0,13.0,Nuñez,Nuñez,Nuñez,"LINESTRING (-58.46940094443272 -34.538254935850986, -58.46995370618401 -34.53750946522669)"
35,4017,DEHEZA,1702,1750,1701,1749,,DEHEZA,CALLE,30.449604492063074,DOBLE,,,VÍA LOCAL,Sin Iteracción,13.0,13.0,13.0,Nuñez,Nuñez,Nuñez,"LINESTRING (-58.4669602178343 -34.538072352636114, -58.46724274534102 -34.53821615062994)"
36,12107,DEL LIBERTADOR AV.,8402,8500,8401,8499,"DEL LIBERTADOR GENERAL SAN MARTIN, Av.(parciales :",AV.DEL LIBERTADOR,AVENIDA,100.6341152645439,DOBLE,,,VÍA DISTRIBUIDORA PRINCIPAL,Sin Iteracción,13.0,13.0,13.0,Nuñez,Nuñez,Nuñez,"LINESTRING (-58.46530959300562 -34.538296833350344, -58.465808605775 -34.537489127234146)"
37,17041,"PAZ, GRAL. AV.",802,900,0,0,ZUFRIATEGUI(PARCIAL),AV.GRAL PAZ,AVENIDA,100.56188266956268,DECRECIENTE,,,VÍA TRONCAL,Sin Iteracción,13.0,13.0,13.0,Nuñez,Nuñez,Nuñez,"LINESTRING (-58.47220041802847 -34.537935037363646, -58.47260296768956 -34.53811353308749, -58.4731673908295 -34.5383609599415)"
38,23016,VEDIA,2002,2100,2001,2099,,VEDIA,CALLE,99.87491229866767,DOBLE,,,VÍA LOCAL,Sin Iteracción,13.0,13.0,13.0,Nuñez,Nuñez,Nuñez,"LINESTRING (-58.470922536012196 -34.537948081892644, -58.47184976447851 -34.538419018534206)"
39,1102,ARCOS,4802,4900,4801,4899,,ARCOS,CALLE,62.60100480036567,CRECIENTE,,,VÍA LOCAL,Sin Iteracción,13.0,13.0,13.0,Nuñez,Nuñez,Nuñez,"LINESTRING (-58.47184976447851 -34.538419018534206, -58.47220041802847 -34.537935037363646)"
40,4017,DEHEZA,1752,1800,1751,1799,,DEHEZA,CALLE,44.53815699985006,DOBLE,,,VÍA LOCAL,Sin Iteracción,13.0,13.0,13.0,Nuñez,Nuñez,Nuñez,"LINESTRING (-58.467485359624916 -34.53833933976845, -58.46789976543158 -34.53854810774596)"
41,21050,3 DE FEBRERO,4602,4700,4601,4699,,3 DE FEBRERO,CALLE,101.09207668154123,DECRECIENTE,"Según Resolución Nº 690/SSTRANS/15 aparecida en el Boletín Oficial 4712 del 1/9/2015, 3 de Febrero asignación de sentido NO a SE entre Gral Paz y Arias - Confirmación sentido Exp-2025-25436368-GCBA-DG",,VÍA LOCAL,Sin Iteracción,13.0,13.0,13.0,Nuñez,Nuñez,Nuñez,"LINESTRING (-58.46789976543158 -34.53854810774596, -58.468480198633515 -34.53777369837224)"
42,17074,PICO,1902,2000,1901,1999,,PICO,CALLE,101.19464661940297,CRECIENTE,,,VÍA LOCAL,Sin Iteracción,13.0,13.0,13.0,Nuñez,Nuñez,Nuñez,"LINESTRING (-58.46940094443272 -34.538254935850986, -58.470341273907536 -34.53873095382001)"
43,16009,O'HIGGINS,4702,4800,4701,4799,,O'HIGGINS,CALLE,101.93082758717117,DECRECIENTE,"Según Resolución Nº 690/SSTRANS/15 aparecida en el Boletín Oficial 4712 del 1/9/2015, O'higgins asignación de sentido NO a SE entre Vedia y Manzanares. Confirmación Sentido según Transporte (Dic 2022)",,VÍA LOCAL,Sin Iteracción,13.0,13.0,13.0,Nuñez,Nuñez,Nuñez,"LINESTRING (-58.470341273907536 -34.53873095382001, -58.470922536012196 -34.537948081892644)"
44,17041,"PAZ, GRAL. AV.",902,1000,0,0,ZUFRIATEGUI(PARCIAL),AV.GRAL PAZ,AVENIDA,101.07402069976416,DECRECIENTE,,,VÍA TRONCAL,Sin Iteracción,13.0,13.0,13.0,Nuñez,Nuñez,Nuñez,"LINESTRING (-58.4731673908295 -34.5383609599415, -58.47400322320223 -34.538727307403825, -58.474141351730765 -34.53878581784663)"
45,17041,"PAZ, GRAL. AV.",0,0,0,0,ZUFRIATEGUI(PARCIAL),AV.GRAL PAZ,AVENIDA,154.61429293636112,DECRECIENTE,,,VÍA TRONCAL,Sin Iteracción,13.0,13.0,13.0,Nuñez,Nuñez,Nuñez,"LINESTRING (-58.46897848519874 -34.536055316626516, -58.469628838824754 -34.53635582041761, -58.47045732432357 -34.53672212685345)"
46,1111,ARIAS,1602,1700,1601,1699,,ARIAS,CALLE,116.24238281603813,DECRECIENTE,,,VÍA LOCAL,Sin Iteracción,13.0,13.0,13.0,Nuñez,Nuñez,Nuñez,"LINESTRING (-58.46530959300562 -34.538296833350344, -58.46639108691649 -34.53884182475854)"
47,16025,11 DE SEPTIEMBRE DE 1888,4502,4600,4501,4599,11 DE SEPTIEMBRE,11 DE SEPTIEMBRE DE 1888,CALLE,100.0813938577547,DOBLE,,,VÍA LOCAL,Sin Iteracción,13.0,13.0,13.0,Nuñez,Nuñez,Nuñez,"LINESTRING (-58.46639108691649 -34.53884182475854, -58.4669602178343 -34.538072352636114)"
48,23016,VEDIA,2102,2200,2101,2199,,VEDIA,CALLE,99.9138062305176,DECRECIENTE,,,VÍA LOCAL,Sin Iteracción,13.0,13.0,13.0,Nuñez,Nuñez,Nuñez,"LINESTRING (-58.47184976447851 -34.538419018534206, -58.47277734382046 -34.53889015934395)"
49,3197,CUBA,4802,4900,4801,4899,,CUBA,CALLE,68.76475870191204,DECRECIENTE,,,VÍA LOCAL,Sin Iteracción,13.0,13.0,13.0,Nuñez,Nuñez,Nuñez,"LINESTRING (-58.47277734382046 -34.53889015934395, -58.4731673908295 -34.5383609599415)"
50,4017,DEHEZA,1802,1900,1801,1899,,DEHEZA,CALLE,100.66949865739286,DOBLE,,,VÍA LOCAL,Sin Iteracción,13.0,13.0,13.0,Nuñez,Nuñez,Nuñez,"LINESTRING (-58.46789976543158 -34.53854810774596, -58.46883515355372 -34.53902174304802)"
51,7080,GRECIA,4602,4700,4601,4699,,GRECIA,CALLE,99.66917474166931,CRECIENTE,"Asign Sentido Único Sur a Norte a partir 21/11/2024 según R. 299/SECT/24 en BO 7003 del 21/11/2024). En la práctica era Doble. – Antes: Según Res. Nº 690/SSTRANS/15 en BO 4712 del 1/9/2015, Grecia asi",,VÍA LOCAL,Sin Iteracción,13.0,13.0,13.0,Nuñez,Nuñez,Nuñez,"LINESTRING (-58.46883515355372 -34.53902174304802, -58.46940094443272 -34.538254935850986)"
52,12107,DEL LIBERTADOR AV.,8302,8400,8301,8399,"DEL LIBERTADOR GENERAL SAN MARTIN, Av.(parciales :",AV.DEL LIBERTADOR,AVENIDA,95.48057226640749,DOBLE,,,VÍA DISTRIBUIDORA PRINCIPAL,Sin Iteracción,13.0,13.0,13.0,Nuñez,Nuñez,Nuñez,"LINESTRING (-58.46483601552283 -34.53906312749244, -58.4651337789106 -34.53858135047062, -58.46530959300562 -34.538296833350344)"
53,1111,ARIAS,1702,1770,1701,1769,,ARIAS,CALLE,53.84839251148612,DOBLE,,,VÍA LOCAL,Sin Iteracción,13.0,13.0,13.0,Nuñez,Nuñez,Nuñez,"LINESTRING (-58.46639108691649 -34.53884182475854, -58.46688858278246 -34.53909898419952)"
54,17074,PICO,2002,2100,2001,2099,,PICO,CALLE,99.97656524023458,CRECIENTE,,,VÍA LOCAL,Sin Iteracción,13.0,13.0,13.0,Nuñez,Nuñez,Nuñez,"LINESTRING (-58.470341273907536 -34.53873095382001, -58.47127037996868 -34.53920112002357)"
55,1102,ARCOS,4702,4800,4701,4799,,ARCOS,CALLE,101.7676731471705,CRECIENTE,,,VÍA LOCAL,Sin Iteracción,13.0,13.0,13.0,Nuñez,Nuñez,Nuñez,"LINESTRING (-58.47127037996868 -34.53920112002357, -58.47184976447851 -34.538419018534206)"
56,1111,ARIAS,1772,1800,1771,1799,,ARIAS,CALLE,20.79513009004445,DOBLE,,,VÍA LOCAL,Sin Iteracción,13.0,13.0,13.0,Nuñez,Nuñez,Nuñez,"LINESTRING (-58.46713070924214 -34.53922792153252, -58.46732383209402 -34.53932589448244)"
57,21050,3 DE FEBRERO,4502,4600,4501,4599,,3 DE FEBRERO,CALLE,101.19397078498291,DECRECIENTE,"Según Resolución Nº 690/SSTRANS/15 aparecida en el Boletín Oficial 4712 del 1/9/2015, 3 de Febrero asignación de sentido NO a SE entre Gral Paz y Arias - Confirmación sentido Exp-2025-25436368-GCBA-DG",,VÍA LOCAL,Sin Iteracción,13.0,13.0,13.0,Nuñez,Nuñez,Nuñez,"LINESTRING (-58.46732383209402 -34.53932589448244, -58.46789976543158 -34.53854810774596)"
58,17041,"PAZ, GRAL. AV.",1002,1100,0,0,ZUFRIATEGUI(PARCIAL),AV.GRAL PAZ,AVENIDA,139.6005901106397,DECRECIENTE,,,VÍA TRONCAL,Sin Iteracción,13.0,13.0,13.0,Nuñez,Nuñez,Nuñez,"LINESTRING (-58.474141351730765 -34.53878581784663, -58.47515804500854 -34.53921707242582, -58.47548797909249 -34.53937008048666)"
59,23016,VEDIA,2202,2300,2201,2299,,VEDIA,CALLE,100.69957303053789,DECRECIENTE,,,VÍA LOCAL,Sin Iteracción,13.0,13.0,13.0,Nuñez,Nuñez,Nuñez,"LINESTRING (-58.47277734382046 -34.53889015934395, -58.473275223075404 -34.53914294306314, -58.47371131694336 -34.539366222229056)"
60,16002,VUELTA DE OBLIGADO,4802,4900,4801,4899,OBLIGADO,VUELTA DE OBLIGADO,CALLE,75.52590557140708,CRECIENTE,,,VÍA LOCAL,Sin Iteracción,13.0,13.0,13.0,Nuñez,Nuñez,Nuñez,"LINESTRING (-58.47371131694336 -34.539366222229056, -58.474141351730765 -34.53878581784663)"
61,4017,DEHEZA,1902,2000,1901,1999,,DEHEZA,CALLE,100.91874492474119,DECRECIENTE,,,VÍA LOCAL,Sin Iteracción,13.0,13.0,13.0,Nuñez,Nuñez,Nuñez,"LINESTRING (-58.46883515355372 -34.53902174304802, -58.469772850145105 -34.53949656823915)"
62,16009,O'HIGGINS,4602,4700,4601,4699,,O'HIGGINS,CALLE,99.68243060486446,DECRECIENTE,"Según Resolución Nº 690/SSTRANS/15 aparecida en el Boletín Oficial 4712 del 1/9/2015, O'higgins asignación de sentido NO a SE entre Vedia y Manzanares. Confirmación Sentido según Transporte (Dic 2022)",,VÍA LOCAL,Sin Iteracción,13.0,13.0,13.0,Nuñez,Nuñez,Nuñez,"LINESTRING (-58.469772850145105 -34.53949656823915, -58.470341273907536 -34.53873095382001)"
63,3054,"CANTILO, INT.",0,0,0,0,,INT. CANTILO,CALLE,580.3334761063397,CRECIENTE,corrección nombre 9-1-03,,VÍA TRONCAL,Sin Iteracción,13.0,13.0,13.0,Belgrano,Belgrano,Belgrano,"LINESTRING (-58.4548844589115 -34.53959372070292, -58.456037589570165 -34.539093650714854, -58.4569583268378 -34.538657416462804, -58.45771188800355 -34.538240321702716, -58.458332212552406 -34.537764481606914, -58.45867986537489 -34.537508291453655, -58.45895152027921 -34.53726794309802, -58.45985170016304 -34.53644302947096)"
64,19002,RAMALLO,1602,1700,1601,1699,,RAMALLO,CALLE,108.93962678370599,DOBLE,,,VÍA DISTRIBUIDORA COMPLEMENTARIA,Sin Iteracción,13.0,13.0,13.0,Nuñez,Nuñez,Nuñez,"LINESTRING (-58.46483601552283 -34.53906312749244, -58.46584722011705 -34.539577067381856)"
65,16025,11 DE SEPTIEMBRE DE 1888,4402,4500,4401,4499,11 DE SEPTIEMBRE,11 DE SEPTIEMBRE DE 1888,CALLE,95.63166367367384,DOBLE,,,VÍA LOCAL,Sin Iteracción,13.0,13.0,13.0,Nuñez,Nuñez,Nuñez,"LINESTRING (-58.46584722011705 -34.539577067381856, -58.46639108691649 -34.53884182475854)"
66,17074,PICO,2102,2200,2101,2199,,PICO,CALLE,99.38845752547826,CRECIENTE,,,VÍA LOCAL,Sin Iteracción,13.0,13.0,13.0,Nuñez,Nuñez,Nuñez,"LINESTRING (-58.47127037996868 -34.53920112002357, -58.47219396448327 -34.539668603398844)"
67,3197,CUBA,4702,4800,4701,4799,,CUBA,CALLE,101.61463353742191,DECRECIENTE,,,VÍA LOCAL,Sin Iteracción,13.0,13.0,13.0,Nuñez,Nuñez,Nuñez,"LINESTRING (-58.47219396448327 -34.539668603398844, -58.47277734382046 -34.53889015934395)"
68,1111,ARIAS,1802,1900,1801,1899,,ARIAS,CALLE,100.8343039246734,CRECIENTE,Asignación de sentido de circulación según Exp-2025-25436368-GCBA-DGDPM a partir del 27/06/2025 (antes DOBLE) (Junio 2025),,VÍA LOCAL,Sin Iteracción,13.0,13.0,13.0,Nuñez,Nuñez,Nuñez,"LINESTRING (-58.46732383209402 -34.53932589448244, -58.46787139901869 -34.539603206235824, -58.46826075756118 -34.539800308740176)"
